"EVENT_UUID","EVENT_TYPE_ID","ACCOUNT_ID","LIST_ID","RIID","CUSTOMER_ID","EVENT_CAPTURED_DT","EVENT_STORED_DT","CAMPAIGN_ID","LAUNCH_ID","PROGRAM_ID","PUSH_ID","USER_ID","APP_ID","REASON","PLATFORM_TYPE"
"5b791b32-84c6-43b6-9a0b-1798806ac7b3","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"bf55518a-4999-4f0d-802e-2f5718970f0a","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"7eeb3838-c6c3-4d9e-a1fd-2614b6cefa12","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"73492fd6-aa6c-47e1-b6e0-b7d7efb1d406","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"fe2718e5-71db-4f80-b3fb-2e22fab36afa","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"0cbb4130-841b-4bcb-8d5d-69a6c8f9fb15","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"b5cbca5a-d5af-4b30-9839-0b4ca281a1a2","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"beb63f24-f01b-445b-930b-92f744c17cf3","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"57f1315f-b149-4f59-9487-8a9252a79bfa","508","7668","49961","3721338561","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","1E030539-1A44-44E9-BA09-67DEE42B3F9F","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"52e02c9e-d07f-4acc-95e1-616a53aa0f44","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
